return_item_id,return_id,order_id,product_id,product_name,category,quantity_returned,unit_price,refunded_amount
74,RTN-57891742,ORD-16726860,1216,ILLUSTRATED NOVEL,Books,1,26.75,26.75
75,RTN-79847241,ORD-84451783,1149,Interactive Doll,Toys,3,25.54,76.62
76,RTN-79847241,ORD-84451783,1241,Comfortable Shirt,Clothing,2,190.47,380.94
77,RTN-71902934,ORD-02793220,1252,Stylish Jacket,Clothing,1,80.61,80.61
78,RTN-93276328,ORD-54881216,334,Portable Monitor,Electronics,1,163.22,163.22
79,RTN-93276328,ORD-54881216,183,Illustrated Novel,Books,3,196.33,588.99
80,RTN-93276328,ORD-54881216,42,Classic Jacket,Clothing,2,190.98,381.96
81,RTN-93276328,ORD-54881216,1170,Wireless Speaker,Electronics,3,110.93,332.79
82,RTN-93276328,ORD-54881216,658,Educational Car,Toys,1,62.61,62.61
83,RTN-94321769,ORD-85684323,700,Cozy Lamp,Home,1,55.56,55.56
84,RTN-94321769,ORD-85684323,205,Illustrated Anthology,Books,3,10.43,31.29
85,RTN-94321769,ORD-85684323,674,Classic Guide,Books,5,158.29,791.45
86,RTN-94321769,ORD-85684323,243,Stylish Jeans,Clothing,2,229.27,458.54
87,RTN-94321769,ORD-85684323,916,Elegant Table,Home,1,248.63,248.63
88,RTN-09942037,ORD-07114794,196,Fun Car,Toys,2,135.11,270.22
89,RTN-09942037,ORD-07114794,1258,Portable Speaker,Electronics,2,45.16,90.32
90,RTN-09942037,ORD-07114794,339,Portable Monitor,Electronics,1,69.66,69.66
91,RTN-09942037,ORD-07114794,442, Durable Jacket ,Clothing,1,194.72,194.72
92,RTN-61482346,ORD-14973037,670,Modern Chair,Home,1,172.67,172.67
93,RTN-39140800,ORD-82334218,422,Fun Puzzle,Toys,1,106.84,106.84
94,RTN-39140800,ORD-82334218,103,Educational Blocks,Toys,2,86.85,173.7
95,RTN-39140800,ORD-82334218,127,Fun Puzzle,Toys,1,158.95,158.95
96,RTN-39140800,ORD-82334218,99,Elegant Chair,Home,1,179.69,179.69
97,RTN-39140800,ORD-82334218,744, Smart Camera  ,Electronics,1,51.64,51.64
98,RTN-39140800,ORD-82334218,724,  Colorful Car ,Toys,1,193.48,193.48
99,RTN-52238369,ORD-73378281,344,Wireless Camera,Electronics,5,236.27,1181.35
100,RTN-52238369,ORD-73378281,276,Fun Car,Toys,1,236.63,236.63
101,RTN-52238369,ORD-73378281,121,Compact Monitor,Electronics,1,132.75,132.75
102,RTN-52238369,ORD-73378281,179,Cozy Lamp,Home,4,171.01,684.04
103,RTN-13085707,ORD-82360930,448,Educational Puzzle,Toys,1,169.22,169.22
104,RTN-45597178,ORD-86842375,377,Modern Table,Home,1,70.19,70.19
105,RTN-45597178,ORD-86842375,1021,Compact Monitor,Electronics,1,52.13,52.13
106,RTN-95446257,ORD-08094872,164,Portable Speaker,Electronics,1,85.09,85.09
107,RTN-95446257,ORD-08094872,62,Modern Lamp,Home,1,6.81,6.81
108,RTN-95446257,ORD-08094872,892,Elegant Chair,Home,2,62.3,124.6
109,RTN-95446257,ORD-08094872,1167,Colorful Blocks,Toys,1,239.15,239.15
110,RTN-95446257,ORD-08094872,1168,Modern Memoir,Books,2,120.14,240.28
111,RTN-95446257,ORD-08094872,930,Durable Shirt,Clothing,1,42.85,42.85
112,RTN-87174811,ORD-84002586,920,Cozy Lamp,Home,3,86.28,258.84
113,RTN-53955784,ORD-23931283,18,Portable Speaker,Electronics,2,143.09,286.18
114,RTN-53955784,ORD-23931283,687, comfortable sweater  ,Clothing,1,92.28,92.28
115,RTN-53955784,ORD-23931283,858,Comfortable Shirt,Clothing,3,147.8,443.4
116,RTN-53955784,ORD-23931283,1231,rustic chair,Home,3,187.89,563.67
117,RTN-18462267,ORD-72428554,192,Compact Camera,Electronics,1,77.62,77.62
118,RTN-18462267,ORD-72428554,944,classic jeans,Clothing,2,166.11,332.22
119,RTN-18462267,ORD-72428554,878,Interactive Blocks,Toys,2,40.48,80.96
120,RTN-18462267,ORD-72428554,1097,Classic Jeans,Clothing,1,46.38,46.38
121,RTN-83436442,ORD-35495735,883,Rustic Lamp,Home,1,130.56,130.56
122,RTN-83436442,ORD-35495735,415,Cozy Lamp,Home,1,40.44,40.44
123,RTN-83436442,ORD-35495735,888,Modern Novel,Books,1,23.54,23.54
124,RTN-15478519,ORD-89659819,727,Fun Doll,Toys,6,240.95,1445.7
125,RTN-15478519,ORD-89659819,959,Hardcover Anthology,Books,6,217.45,1304.7
126,RTN-15478519,ORD-89659819,520,Interactive Blocks,Toys,5,23.07,115.35
127,RTN-15478519,ORD-89659819,1021,Compact Monitor,Electronics,5,52.13,260.65
128,RTN-15478519,ORD-89659819,743,Smart Speaker,Electronics,5,7.15,35.75
129,RTN-15478519,ORD-89659819,818,Wireless Headphones,Electronics,1,60.59,60.59
130,RTN-15478519,ORD-89659819,342,Elegant Table,Home,5,124.93,624.65
131,RTN-15478519,ORD-89659819,172,Educational Car,Toys,1,237.59,237.59
132,RTN-15478519,ORD-89659819,1150,Classic Sweater,Clothing,6,42.55,255.3
133,RTN-15478519,ORD-89659819,594,Stylish Shirt,Clothing,6,209.16,1254.96
134,RTN-15478519,ORD-89659819,902,Rustic Chair,Home,6,172.84,1037.04
135,RTN-15478519,ORD-89659819,580,Colorful Blocks,Toys,3,218.0,654.0
136,RTN-15478519,ORD-89659819,784,Compact Speaker,Electronics,6,145.01,870.06
137,RTN-69954754,ORD-89428906,623,Colorful Puzzle,Toys,2,54.64,109.28
138,RTN-69954754,ORD-89428906,1284,Compact Headphones,Electronics,1,182.33,182.33
139,RTN-02714131,ORD-03070761,930,  Durable Shirt ,Clothing,3,42.85,128.55
140,RTN-71345116,ORD-26538761,744,  smart camera  ,Electronics,3,51.64,154.92
141,RTN-71345116,ORD-26538761,1141,Comfortable Shirt,Clothing,2,127.2,254.4
142,RTN-71345116,ORD-26538761,201, Illustrated Anthology  ,Books,2,9.19,18.38
143,RTN-71345116,ORD-26538761,22,Compact Camera,Electronics,1,16.21,16.21
144,RTN-71345116,ORD-26538761,880,Modern Rug,Home,2,217.47,434.94
145,RTN-10641659,ORD-96385924,1027, Illustrated Memoir ,Books,1,221.22,221.22
146,RTN-10641659,ORD-96385924,956,Modern Chair,Home,1,21.65,21.65
147,RTN-10641659,ORD-96385924,825,CLASSIC JACKET,Clothing,3,123.86,371.58
148,RTN-10641659,ORD-96385924,191,Modern Rug,Home,2,124.23,248.46
149,RTN-10641659,ORD-96385924,906,Cozy Chair,Home,1,37.51,37.51
150,RTN-10641659,ORD-96385924,1118,Portable Camera,Electronics,2,92.79,185.58
151,RTN-10641659,ORD-96385924,808,Comfortable Jeans,Clothing,2,119.96,239.92
152,RTN-10641659,ORD-96385924,988,Elegant Rug,Home,3,146.62,439.86
153,RTN-07605336,ORD-43792967,891,Wireless Camera,Electronics,3,95.12,285.36
154,RTN-07605336,ORD-43792967,198,Educational Car,Toys,2,68.59,137.18
155,RTN-07605336,ORD-43792967,869,Illustrated Anthology,Books,3,77.25,231.75
156,RTN-07605336,ORD-43792967,60,Rustic Table,Home,2,132.23,264.46
157,RTN-68832578,ORD-63553859,6,  Compact Headphones  ,Electronics,2,33.64,67.28
158,RTN-68832578,ORD-63553859,1020,Illustrated Novel,Books,3,100.33,300.99
159,RTN-68832578,ORD-63553859,678,Elegant Chair,Home,1,167.36,167.36
160,RTN-68832578,ORD-63553859,564,Colorful Puzzle,Toys,2,28.47,56.94
161,RTN-68832578,ORD-63553859,176,Educational Car,Toys,2,39.75,79.5
162,RTN-98423393,ORD-55428266,1083,Durable Sweater,Clothing,3,38.53,115.59
163,RTN-98423393,ORD-55428266,728,Hardcover Anthology,Books,1,180.86,180.86
164,RTN-98423393,ORD-55428266,906,Cozy Chair,Home,1,37.51,37.51
165,RTN-98423393,ORD-55428266,603,Comfortable Jeans,Clothing,1,241.58,241.58
166,RTN-98423393,ORD-55428266,899,Wireless Headphones,Electronics,2,162.93,325.86
167,RTN-98423393,ORD-55428266,623,Colorful Puzzle,Toys,3,54.64,163.92
168,RTN-98423393,ORD-55428266,85,Illustrated Anthology,Books,1,194.57,194.57
169,RTN-50360125,ORD-25529224,965, Comfortable Sweater ,Clothing,1,8.0,8.0
170,RTN-05231711,ORD-23570297,1186,cozy chair,Home,2,198.8,397.6
171,RTN-05231711,ORD-23570297,599,Wireless Headphones,Electronics,3,244.53,733.59
172,RTN-05231711,ORD-23570297,256,Hardcover Novel,Books,2,155.54,311.08
173,RTN-05231711,ORD-23570297,861,Durable Shirt,Clothing,2,37.44,74.88
174,RTN-05231711,ORD-23570297,135,Hardcover Memoir,Books,1,138.93,138.93
175,RTN-05231711,ORD-23570297,1234,Compact Headphones,Electronics,3,19.82,59.46
176,RTN-05231711,ORD-23570297,382,wireless headphones,Electronics,6,212.81,1276.86
177,RTN-05231711,ORD-23570297,227, Classic Jeans ,Clothing,2,21.55,43.1
178,RTN-05231711,ORD-23570297,864,  Classic Shirt ,Clothing,6,55.17,331.02
179,RTN-05231711,ORD-23570297,429,Classic Novel,Books,4,221.53,886.12
180,RTN-05231711,ORD-23570297,609,Modern Lamp,Home,1,133.99,133.99
181,RTN-70396321,ORD-37058006,985,Smart Speaker,Electronics,1,169.98,169.98
182,RTN-02342708,ORD-14793201,654,Colorful Doll,Toys,1,246.1,246.1
183,RTN-02342708,ORD-14793201,458,Cozy Rug,Home,3,101.84,305.52
184,RTN-02342708,ORD-14793201,994,Elegant Rug,Home,1,147.27,147.27
185,RTN-30694696,ORD-26930152,143,Durable Jeans,Clothing,2,206.41,412.82
186,RTN-30694696,ORD-26930152,278,Stylish Jacket,Clothing,5,159.22,796.1
187,RTN-26866361,ORD-26930152,1207,Educational Doll,Toys,3,116.96,350.88
188,RTN-26866361,ORD-26930152,649,Compact Headphones,Electronics,5,164.69,823.45
189,RTN-26866361,ORD-26930152,296,Durable Jeans,Clothing,1,159.98,159.98
190,RTN-55901133,ORD-04704708,1272,Durable Shirt,Clothing,2,74.01,148.02
191,RTN-55901133,ORD-04704708,1142,Elegant Lamp,Home,1,72.34,72.34
192,RTN-55901133,ORD-04704708,600,Rustic Chair,Home,1,170.72,170.72
193,RTN-55901133,ORD-04704708,772,Smart Camera,Electronics,1,174.13,174.13
194,RTN-55901133,ORD-04704708,722,Compact Headphones,Electronics,1,162.82,162.82
195,RTN-55901133,ORD-04704708,756,portable speaker,Electronics,2,81.14,162.28
196,RTN-11412760,ORD-90857123,1105,Cozy Rug,Home,1,182.79,182.79
197,RTN-11412760,ORD-90857123,590,Interactive Blocks,Toys,1,88.5,88.5
198,RTN-11412760,ORD-90857123,535,Durable Jeans,Clothing,3,37.47,112.41
199,RTN-39255635,ORD-41115562,704,Colorful Doll,Toys,3,84.4,253.2
200,RTN-39255635,ORD-41115562,391,Durable Jeans,Clothing,3,228.42,685.26
201,RTN-39255635,ORD-41115562,36,Illustrated Anthology,Books,1,97.34,97.34
202,RTN-14062704,ORD-03515604,889,Portable Speaker,Electronics,1,41.05,41.05
203,RTN-14062704,ORD-03515604,190,Wireless Speaker,Electronics,1,108.61,108.61
204,RTN-14062704,ORD-03515604,807,Portable Monitor,Electronics,2,73.3,146.6
205,RTN-14062704,ORD-03515604,692,Rustic Lamp,Home,2,143.73,287.46
206,RTN-14062704,ORD-03515604,86,Durable Jacket,Clothing,3,69.77,209.31
207,RTN-21727042,ORD-78890350,851,Modern Chair,Home,1,226.53,226.53
208,RTN-21727042,ORD-78890350,1226,Interactive Puzzle,Toys,2,156.14,312.28
209,RTN-21727042,ORD-78890350,246,Durable Jeans,Clothing,1,34.88,34.88
210,RTN-21727042,ORD-78890350,511,Educational Doll,Toys,1,168.81,168.81
211,RTN-40290190,ORD-65336881,640,Hardcover Memoir,Books,1,96.71,96.71
212,RTN-40290190,ORD-65336881,701,Stylish Sweater,Clothing,2,156.23,312.46
213,RTN-40290190,ORD-65336881,1186, Cozy Chair ,Home,2,198.8,397.6
214,RTN-40290190,ORD-65336881,389,Illustrated Novel,Books,1,62.67,62.67
215,RTN-40290190,ORD-65336881,1030,Classic Anthology,Books,2,98.36,196.72
216,RTN-40290190,ORD-65336881,1197,Modern Rug,Home,1,217.2,217.2
217,RTN-59101192,ORD-77532518,1102,Modern Memoir,Books,3,175.45,526.35
218,RTN-59101192,ORD-77532518,929,Educational Blocks,Toys,2,220.43,440.86
219,RTN-59101192,ORD-77532518,131,Hardcover Guide,Books,2,54.42,108.84
220,RTN-59101192,ORD-77532518,78,Illustrated Memoir,Books,2,195.86,391.72
221,RTN-14170343,ORD-95230976,1193,  Classic Anthology ,Books,4,121.12,484.48
222,RTN-14170343,ORD-95230976,201,Illustrated Anthology,Books,1,9.19,9.19
223,RTN-14170343,ORD-95230976,413,Colorful Blocks,Toys,3,19.42,58.26
224,RTN-65256406,ORD-37190884,483,Wireless Monitor,Electronics,1,27.94,27.94
225,RTN-93044485,ORD-05684533,763,Classic Anthology,Books,2,178.87,357.74
226,RTN-93044485,ORD-05684533,295,Classic Anthology,Books,1,166.72,166.72
227,RTN-93044485,ORD-05684533,751,Modern Memoir,Books,2,201.97,403.94
228,RTN-88683760,ORD-61854530,418,Wireless Headphones,Electronics,1,235.06,235.06
229,RTN-88683760,ORD-61854530,1122,Stylish Jacket,Clothing,2,40.53,81.06
230,RTN-10120275,ORD-61854530,842,fun doll,Toys,1,150.55,150.55
231,RTN-10120275,ORD-61854530,456,Smart Camera,Electronics,1,124.38,124.38
232,RTN-75794125,ORD-39870509,89,Wireless Speaker,Electronics,2,127.78,255.56
233,RTN-75794125,ORD-39870509,907,Smart Headphones,Electronics,1,86.48,86.48
234,RTN-75794125,ORD-39870509,868,Classic Sweater,Clothing,1,181.72,181.72
235,RTN-90144604,ORD-24191883,615,Interactive Car,Toys,1,207.56,207.56
236,RTN-78687381,ORD-85981241,661,Wireless Headphones,Electronics,1,146.0,146.0
237,RTN-78687381,ORD-85981241,1009,Modern Rug,Home,1,220.25,220.25
238,RTN-48198872,ORD-38989182,859,Elegant Table,Home,3,196.23,588.69
239,RTN-48198872,ORD-38989182,345,Hardcover Novel,Books,1,76.12,76.12
240,RTN-48198872,ORD-38989182,748,Cozy Rug,Home,2,140.04,280.08
241,RTN-99201511,ORD-63437277,144,Modern Rug,Home,2,19.36,38.72
242,RTN-99201511,ORD-63437277,556,Portable Camera,Electronics,1,197.59,197.59
243,RTN-99201511,ORD-63437277,1021,Compact Monitor,Electronics,1,52.13,52.13
244,RTN-99201511,ORD-63437277,915,Smart Speaker,Electronics,1,48.61,48.61
245,RTN-16216825,ORD-46220826,1061, Modern Lamp  ,Home,1,202.78,202.78
246,RTN-16216825,ORD-46220826,657,Educational Doll,Toys,3,79.64,238.92
247,RTN-16216825,ORD-46220826,53,Classic Guide,Books,1,147.29,147.29
248,RTN-16216825,ORD-46220826,87,Modern Lamp,Home,2,35.64,71.28
249,RTN-16216825,ORD-46220826,943,Elegant Chair,Home,3,221.31,663.93
250,RTN-16216825,ORD-46220826,1006,Interactive Doll,Toys,3,9.04,27.12
251,RTN-16216825,ORD-46220826,773,Elegant Lamp,Home,3,45.65,136.95
252,RTN-16216825,ORD-46220826,68,Hardcover Novel,Books,4,126.42,505.68
253,RTN-16216825,ORD-46220826,1090,Illustrated Guide,Books,2,240.95,481.9
254,RTN-38477081,ORD-37214824,74,Smart Speaker,Electronics,2,124.86,249.72
255,RTN-38477081,ORD-37214824,990, Classic Sweater ,Clothing,3,80.46,241.38
256,RTN-38477081,ORD-37214824,893,Wireless Speaker,Electronics,2,232.04,464.08
257,RTN-38477081,ORD-37214824,354,Stylish Jeans,Clothing,1,226.73,226.73
258,RTN-38477081,ORD-37214824,308,Elegant Table,Home,3,23.05,69.15
259,RTN-50138779,ORD-21279717,122,Cozy Rug,Home,1,46.62,46.62
260,RTN-50138779,ORD-21279717,842,Fun Doll,Toys,3,150.55,451.65
261,RTN-55468790,ORD-88772358,73,Portable Speaker,Electronics,1,21.04,21.04
262,RTN-55468790,ORD-88772358,339,Portable Monitor,Electronics,2,69.66,139.32
263,RTN-19737879,ORD-38423621,561,Durable Shirt,Clothing,3,18.1,54.3
264,RTN-43880277,ORD-89035508,208,Colorful Puzzle,Toys,1,27.39,27.39
265,RTN-43880277,ORD-89035508,351,Educational Car,Toys,1,189.01,189.01
266,RTN-43880277,ORD-89035508,596,Cozy Chair,Home,1,63.35,63.35
267,RTN-43880277,ORD-89035508,1213,Hardcover Guide,Books,1,231.39,231.39
268,RTN-43880277,ORD-89035508,1124,Classic Sweater,Clothing,2,37.56,75.12
269,RTN-43880277,ORD-89035508,632,Rustic Rug,Home,1,210.05,210.05
270,RTN-43880277,ORD-89035508,992,Cozy Table,Home,2,150.07,300.14
271,RTN-43880277,ORD-89035508,1035,INTERACTIVE CAR,Toys,1,52.81,52.81
272,RTN-97031179,ORD-59355890,270, Portable Headphones  ,Electronics,2,100.64,201.28
273,RTN-97031179,ORD-59355890,300,Fun Doll,Toys,1,39.73,39.73
274,RTN-97031179,ORD-59355890,225,Interactive Blocks,Toys,1,248.13,248.13
275,RTN-97031179,ORD-59355890,1111, Colorful Car ,Toys,3,238.14,714.42
276,RTN-97031179,ORD-59355890,131,Hardcover Guide,Books,1,54.42,54.42
277,RTN-97031179,ORD-59355890,62,Modern Lamp,Home,3,6.81,20.43
278,RTN-97031179,ORD-59355890,1223,Compact Speaker,Electronics,1,115.35,115.35
279,RTN-28849091,ORD-76440431,112,Stylish Jacket,Clothing,1,215.56,215.56
280,RTN-28849091,ORD-76440431,20, Stylish Shirt ,Clothing,1,149.19,149.19
281,RTN-75714516,ORD-16230606,755,Interactive Blocks,Toys,3,76.58,229.74
282,RTN-75714516,ORD-16230606,173,Elegant Table,Home,1,204.49,204.49
283,RTN-75714516,ORD-16230606,931,Durable Sweater,Clothing,1,230.43,230.43
284,RTN-02308474,ORD-33893210,922,Rustic Chair,Home,3,191.7,575.1
285,RTN-02308474,ORD-33893210,922,Rustic Chair,Home,3,191.7,575.1
286,RTN-02308474,ORD-33893210,212,Cozy Rug,Home,1,14.52,14.52
287,RTN-77733935,ORD-15840573,268,Portable Speaker,Electronics,1,19.64,19.64
288,RTN-77733935,ORD-15840573,1083,Durable Sweater,Clothing,2,38.53,77.06
289,RTN-77733935,ORD-15840573,692,Rustic Lamp,Home,1,143.73,143.73
290,RTN-77733935,ORD-15840573,536,Rustic Table,Home,1,11.54,11.54
291,RTN-77733935,ORD-15840573,480,Stylish Jeans,Clothing,2,77.69,155.38
292,RTN-13927292,ORD-44945872,510,Fun Puzzle,Toys,1,62.67,62.67
293,RTN-13927292,ORD-44945872,622,Rustic Rug,Home,1,137.8,137.8
294,RTN-13927292,ORD-44945872,936,Cozy Lamp,Home,1,37.62,37.62
295,RTN-13927292,ORD-44945872,1013,Stylish Jeans,Clothing,2,221.53,443.06
296,RTN-59406935,ORD-27845032,443,Comfortable Jacket,Clothing,2,211.62,423.24
297,RTN-59406935,ORD-27845032,128, Portable Speaker ,Electronics,2,39.72,79.44
298,RTN-59406935,ORD-27845032,1022,Cozy Rug,Home,1,116.18,116.18
299,RTN-59406935,ORD-27845032,12,Classic Jeans,Clothing,2,124.08,248.16
300,RTN-59406935,ORD-27845032,88,Modern Lamp,Home,2,44.25,88.5
301,RTN-59406935,ORD-27845032,774,Wireless Monitor,Electronics,2,241.39,482.78
302,RTN-21878846,ORD-52121882,1134,Compact Camera,Electronics,1,77.4,77.4
303,RTN-21878846,ORD-52121882,281,Modern Anthology,Books,2,229.1,458.2
304,RTN-21878846,ORD-52121882,138,Classic Jeans,Clothing,1,28.56,28.56
305,RTN-21878846,ORD-52121882,298,Classic Jeans,Clothing,1,247.07,247.07
306,RTN-41988335,ORD-06683204,80,Classic Jeans,Clothing,1,152.87,152.87
307,RTN-36595237,ORD-27240257,491,Cozy Rug,Home,2,63.57,127.14
308,RTN-36595237,ORD-27240257,973,Elegant Rug,Home,2,82.35,164.7
309,RTN-71684744,ORD-81745048,271,Fun Doll,Toys,1,240.58,240.58
310,RTN-71684744,ORD-81745048,143,Durable Jeans,Clothing,1,206.41,206.41
311,RTN-67479428,ORD-79987470,207,Fun Blocks,Toys,1,221.81,221.81
312,RTN-92829706,ORD-11348210,210,Cozy Chair,Home,2,171.02,342.04
313,RTN-92829706,ORD-11348210,1125,Colorful Car,Toys,1,112.27,112.27
314,RTN-92829706,ORD-11348210,573,Portable Headphones,Electronics,2,175.08,350.16
315,RTN-92829706,ORD-11348210,867,Fun Blocks,Toys,3,201.84,605.52
316,RTN-92829706,ORD-11348210,1042,Classic Jeans,Clothing,1,17.6,17.6
317,RTN-92829706,ORD-11348210,910,Fun Doll,Toys,1,147.87,147.87
318,RTN-01444899,ORD-33536918,688,Comfortable Shirt,Clothing,1,114.01,114.01
319,RTN-01444899,ORD-33536918,816,Rustic Table,Home,1,44.09,44.09
320,RTN-01444899,ORD-33536918,327,Fun Doll,Toys,3,161.08,483.24
321,RTN-01444899,ORD-33536918,560,  Smart Headphones ,Electronics,1,161.19,161.19
322,RTN-01444899,ORD-33536918,804,Rustic Table,Home,3,158.65,475.95
323,RTN-96418657,ORD-71317357,14, Colorful Blocks ,Toys,1,211.58,211.58
324,RTN-96418657,ORD-71317357,12,Classic Jeans,Clothing,1,124.08,124.08
325,RTN-96418657,ORD-71317357,576,  Fun Blocks  ,Toys,1,233.32,233.32
326,RTN-96418657,ORD-71317357,416,Durable Jacket,Clothing,2,245.24,490.48
327,RTN-31066006,ORD-38522203,148,Illustrated Novel,Books,1,47.62,47.62
